V1	TCGA.BC.A10Q.01A.11R.A130.13	TCGA.BC.A10Q.11A.11R.A130.13	TCGA.BC.A10R.01A.11R.A130.13	TCGA.BC.A10R.11A.11R.A130.13	TCGA.BC.A10T.01A.11R.A130.13	TCGA.BC.A10T.11A.11R.A130.13	TCGA.BC.A10U.01A.11R.A130.13	TCGA.BC.A10U.11A.11R.A130.13	TCGA.BC.A10W.01A.11R.A130.13	TCGA.BC.A10W.11A.11R.A130.13	TCGA.BC.A10X.01A.11R.A130.13	TCGA.BC.A10X.11A.11R.A130.13	TCGA.BC.A10Y.01A.11R.A130.13	TCGA.BC.A10Y.11A.11R.A130.13	TCGA.BC.A10Z.01A.11R.A130.13	TCGA.BC.A10Z.11A.11R.A130.13	TCGA.BC.A110.01A.11R.A130.13	TCGA.BC.A110.11A.11R.A130.13	TCGA.BC.A216.01A.11R.A154.13	TCGA.BC.A216.11A.11R.A154.13	TCGA.BD.A2L6.01A.11R.A214.13	TCGA.BD.A2L6.11A.21R.A214.13	TCGA.BD.A3EP.01A.11R.A22J.13	TCGA.BD.A3EP.11A.12R.A22J.13	TCGA.DD.A114.01A.11R.A130.13	TCGA.DD.A114.11A.12R.A130.13	TCGA.DD.A118.01A.11R.A130.13	TCGA.DD.A118.11A.11R.A130.13	TCGA.DD.A119.01A.11R.A130.13	TCGA.DD.A119.11A.11R.A130.13	TCGA.DD.A11A.01A.11R.A130.13	TCGA.DD.A11A.11A.11R.A130.13	TCGA.DD.A11B.01A.11R.A130.13	TCGA.DD.A11B.11A.11R.A130.13	TCGA.DD.A11C.01A.11R.A130.13	TCGA.DD.A11C.11A.11R.A130.13	TCGA.DD.A11D.01A.11R.A130.13	TCGA.DD.A11D.11A.12R.A130.13	TCGA.DD.A1EB.01A.11R.A130.13	TCGA.DD.A1EB.11A.11R.A130.13	TCGA.DD.A1EC.01A.21R.A130.13	TCGA.DD.A1EC.11A.11R.A130.13	TCGA.DD.A1EE.01A.11R.A130.13	TCGA.DD.A1EE.11A.11R.A130.13	TCGA.DD.A1EH.01A.11R.A130.13	TCGA.DD.A1EH.11A.11R.A130.13	TCGA.DD.A1EJ.01A.11R.A154.13	TCGA.DD.A1EJ.11A.11R.A154.13	TCGA.DD.A1EL.01A.11R.A154.13	TCGA.DD.A1EL.11A.11R.A154.13	TCGA.DD.A39V.01A.11R.A214.13	TCGA.DD.A39V.11A.11R.A214.13	TCGA.DD.A39W.01A.11R.A214.13	TCGA.DD.A39W.11A.11R.A214.13	TCGA.DD.A39X.01A.11R.A214.13	TCGA.DD.A39X.11A.11R.A214.13	TCGA.DD.A39Z.01A.11R.A214.13	TCGA.DD.A39Z.11A.21R.A214.13	TCGA.DD.A3A1.01A.11R.A214.13	TCGA.DD.A3A1.11A.11R.A214.13	TCGA.DD.A3A2.01A.11R.A214.13	TCGA.DD.A3A2.11A.11R.A214.13	TCGA.DD.A3A3.01A.11R.A22J.13	TCGA.DD.A3A3.11A.11R.A22J.13	TCGA.EP.A12J.01A.11R.A130.13	TCGA.EP.A12J.11A.11R.A130.13	TCGA.EP.A26S.01A.11R.A16S.13	TCGA.EP.A26S.11A.12R.A16S.13	TCGA.ES.A2HT.01A.12R.A17X.13	TCGA.ES.A2HT.11A.11R.A17X.13	TCGA.FV.A23B.01A.11R.A16S.13	TCGA.FV.A23B.11A.11R.A16S.13	TCGA.FV.A2QR.01A.11R.A214.13	TCGA.FV.A2QR.11A.11R.A214.13
hsa-mir-6827	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.8830999	 0.0000000	 0.000000	 0.852624	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.795344	 0.000000	 0.6904762	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.8071504	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.8351736	 0.000000	 0.0000000	 0.000000	 0.834460	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 1.346304	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.8762005	 1.2805413
hsa-mir-6829	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.7474163	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.4924244	 0.0000000	 1.959975	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-6830	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.118301	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-6831	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 1.2881029	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 1.335559	 0.0000000	 0.0000000	 0.0000000
hsa-mir-6832	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.5609356	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.8071504	 0.000000	 0.000000	 0.000000	 1.4682720	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.7531428	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.359402	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-6833	 2.1125144	 0.0000000	 0.000000	 0.000000	 1.195891	 1.1403048	 0.000000	 0.7474163	 0.000000	 0.0000000	 0.0000000	 0.8711165	 1.333084	 1.772877	 1.549736	 0.0000000	 0.5609356	 2.6915512	 1.117411	 0.795344	 1.148841	 1.1555110	 1.4997835	 0.000000	 0.8588675	 0.0000000	 0.000000	 1.7001094	 0.000000	 1.076195	 1.166338	 1.4682720	 0.000000	 0.7832753	 2.799095	 1.442116	 0.000000	 0.9483783	 0.000000	 1.4040831	 0.000000	 0.9457361	 0.000000	 1.3973476	 0.775173	 1.9037485	 0.0000000	 2.3050737	 0.000000	 1.089717	 1.136022	 0.0000000	 1.5454468	 0.0000000	 1.390079	 1.8668966	 1.642128	 0.000000	 1.094159	 0.8414873	 2.370439	 0.000000	 0.000000	 0.6079135	 0.000000	 0.0000000	 1.359402	 0.0000000	 1.773487	 1.374461	 0.000000	 1.5416137	 2.1184061	 0.9655940
hsa-mir-6834	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.8830999	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.4924244	 0.0000000	 1.289997	 0.0000000	 1.804079	 0.000000	 1.166338	 0.0000000	 1.826050	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.780937	 0.0000000	 0.000000	 0.0000000	 1.276670	 0.0000000	 1.9182038	 1.7506735	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.9126425	 0.000000	 0.000000	 1.094159	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.8222025	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-6836	 0.0000000	 0.0000000	 0.000000	 0.000000	 1.840655	 0.0000000	 1.417210	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.9483783	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.8701831	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-6837	 3.4559294	 3.0916916	 2.152951	 2.751768	 1.840655	 2.9304567	 2.587858	 1.6023386	 3.373967	 3.1289813	 0.8830999	 2.1097990	 2.474623	 2.078312	 3.651432	 2.8513586	 2.1132268	 2.1416118	 2.505457	 3.062624	 3.847087	 2.4050972	 3.2057072	 3.122782	 2.2207210	 1.5463930	 2.761520	 1.3216418	 2.581140	 1.685688	 2.242827	 2.6555141	 3.110522	 2.4131071	 0.000000	 0.000000	 1.636428	 2.4978708	 0.866721	 1.6759637	 2.826036	 2.9902806	 2.951559	 1.3973476	 2.188077	 2.1464278	 1.9182038	 0.8386577	 2.978931	 2.132567	 1.136022	 2.3616207	 2.6128680	 3.0101792	 1.390079	 1.8668966	 2.880446	 2.047105	 2.139030	 2.5239078	 4.144367	 2.057301	 1.384917	 1.8560961	 1.346304	 2.2160599	 2.510295	 2.0258838	 1.773487	 2.881829	 1.335559	 2.0653422	 2.7758395	 1.7579485
hsa-mir-6838	 1.4126306	 0.0000000	 0.000000	 0.000000	 1.840655	 1.1403048	 0.000000	 0.7474163	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.852624	 0.000000	 0.9169457	 0.0000000	 1.2418518	 0.000000	 0.000000	 1.780189	 0.0000000	 0.0000000	 0.000000	 0.8588675	 0.0000000	 1.959975	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 1.826050	 0.7832753	 0.000000	 1.442116	 0.000000	 0.9483783	 0.000000	 0.6311805	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.9459877	 0.8386577	 0.000000	 1.703387	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 2.078315	 0.0000000	 1.346304	 0.6850024	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-6839	 1.4126306	 0.0000000	 0.896730	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 2.761904	 0.0000000	 0.5609356	 0.7506147	 0.000000	 0.000000	 0.000000	 0.6904762	 0.9365918	 1.346039	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 1.8680365	 0.000000	 2.2032538	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.6311805	 0.000000	 0.9457361	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 1.4672694	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.6079135	 2.030406	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 1.1853166	 0.0000000	 0.0000000
hsa-mir-6840	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.118301	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 1.346039	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 1.802741	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 1.038770	 0.0000000	 0.000000	 0.0000000	 1.149419	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.9459877	 0.0000000	 0.000000	 0.000000	 0.000000	 0.8701831	 0.0000000	 0.0000000	 1.390079	 0.0000000	 0.000000	 0.834460	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-6842	 2.7693011	 3.9173633	 3.503615	 4.581452	 4.253391	 3.9496572	 3.225494	 3.0817862	 4.677460	 2.9597051	 3.4766419	 2.9321789	 5.040346	 3.044751	 4.341726	 3.9269313	 2.9360552	 2.8364464	 3.199595	 3.062624	 5.363618	 3.3515211	 3.2057072	 3.357945	 4.2088841	 4.1928045	 0.000000	 3.2090278	 1.804079	 3.302721	 5.212879	 2.8448195	 5.698024	 3.8051485	 4.238795	 4.040429	 4.658379	 4.4231379	 4.729494	 3.8797837	 3.425723	 3.8038882	 1.424364	 3.6368193	 4.733909	 3.4055086	 1.9182038	 3.3868971	 1.720135	 4.251959	 2.805026	 2.7645295	 3.4052740	 3.8408880	 3.186603	 2.6541931	 0.000000	 3.839377	 3.869736	 2.5239078	 5.550926	 2.872659	 2.896519	 1.8560961	 4.167406	 4.3102560	 3.377780	 3.1178665	 3.045509	 4.330022	 3.879078	 3.1118322	 3.2257915	 3.2593940
hsa-mir-6843	 0.0000000	 2.7319898	 1.842184	 3.263505	 1.195891	 2.9304567	 2.587858	 3.0817862	 3.667792	 3.5427204	 2.6007464	 2.9321789	 5.284853	 3.179164	 4.197607	 2.1866449	 1.5365017	 2.1416118	 1.117411	 3.755245	 4.072589	 2.4050972	 1.4997835	 3.122782	 2.5562293	 3.8525998	 4.078784	 3.7809172	 1.804079	 2.709807	 4.623155	 3.0121416	 5.587800	 1.9575931	 3.691542	 2.976137	 3.529165	 2.2384229	 3.207133	 3.6467926	 4.073580	 3.6527323	 2.126947	 3.0624253	 3.928646	 2.1464278	 0.9459877	 2.5186138	 0.000000	 2.132567	 2.533804	 3.0791312	 0.7133863	 3.4845161	 3.803995	 3.4205355	 2.656072	 3.265299	 3.626306	 2.5239078	 3.223726	 3.066633	 2.544660	 2.2229201	 4.396008	 2.6936189	 3.142240	 2.2751608	 3.416187	 2.065373	 4.379103	 1.8271141	 2.9419099	 2.1160439
hsa-mir-6844	 0.8727191	 0.9565168	 0.000000	 0.000000	 0.000000	 0.6799983	 0.000000	 0.7474163	 2.174002	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.7506147	 0.000000	 0.000000	 0.000000	 0.0000000	 2.2190927	 1.346039	 0.0000000	 0.7139478	 0.000000	 0.0000000	 1.167377	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 1.442116	 0.000000	 0.0000000	 1.404373	 0.6311805	 0.000000	 0.0000000	 1.424364	 0.0000000	 0.775173	 1.6118245	 1.5124872	 0.0000000	 2.482679	 0.000000	 0.000000	 0.0000000	 1.5454468	 0.0000000	 1.390079	 0.0000000	 1.043085	 0.000000	 1.094159	 0.0000000	 0.000000	 0.000000	 4.097247	 0.0000000	 0.000000	 0.0000000	 1.359402	 0.0000000	 1.773487	 0.000000	 1.335559	 0.7111129	 0.0000000	 0.0000000
hsa-mir-6845	 0.8727191	 0.0000000	 0.896730	 0.000000	 0.000000	 1.7691588	 0.000000	 0.0000000	 1.118301	 0.9771123	 0.0000000	 0.0000000	 1.333084	 0.852624	 1.549736	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.6904762	 0.9365918	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 2.581140	 1.076195	 0.000000	 0.0000000	 2.268576	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 2.218700	 0.5490143	 1.424364	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.8351736	 1.390079	 0.0000000	 0.000000	 0.000000	 1.094159	 0.0000000	 0.000000	 0.000000	 1.384917	 0.6079135	 2.030406	 1.1475732	 0.000000	 0.0000000	 0.000000	 0.000000	 2.017019	 0.0000000	 0.0000000	 0.0000000
hsa-mir-6846	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.6799983	 0.000000	 0.0000000	 0.000000	 0.9771123	 0.0000000	 0.0000000	 1.333084	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 1.289997	 0.0000000	 1.167377	 2.112835	 1.802741	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 1.038770	 0.0000000	 0.866721	 0.0000000	 0.000000	 0.0000000	 0.000000	 1.3973476	 0.000000	 0.0000000	 0.9459877	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 1.390079	 0.0000000	 0.000000	 0.834460	 0.000000	 0.0000000	 0.000000	 0.000000	 1.384917	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 1.374461	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-6847	 0.0000000	 0.0000000	 0.000000	 0.967835	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.9771123	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.9365918	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.424364	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.6850024	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-6848	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 1.390079	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-6849	 0.0000000	 0.0000000	 0.000000	 0.000000	 1.195891	 0.0000000	 0.000000	 0.0000000	 1.118301	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.4924244	 0.0000000	 0.000000	 0.0000000	 0.000000	 1.076195	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 2.370439	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-6850	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.8830999	 1.4104257	 1.333084	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 1.9038111	 0.000000	 0.4924244	 2.4547038	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.780937	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 1.390079	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 1.384917	 0.0000000	 2.492571	 0.6850024	 0.000000	 0.0000000	 0.000000	 1.374461	 1.335559	 0.0000000	 0.0000000	 0.0000000
hsa-mir-6851	 0.0000000	 0.0000000	 0.000000	 0.000000	 1.195891	 0.0000000	 0.000000	 0.7474163	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.852624	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 1.1555110	 0.0000000	 0.000000	 0.0000000	 0.0000000	 1.959975	 0.0000000	 1.167377	 0.000000	 0.000000	 0.0000000	 0.000000	 1.2881029	 0.000000	 0.000000	 1.038770	 0.0000000	 0.000000	 0.6311805	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 2.2345103	 0.8386577	 0.000000	 0.000000	 0.000000	 0.0000000	 1.8313068	 0.0000000	 1.390079	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-6852	 0.0000000	 1.5266887	 0.000000	 2.751768	 0.000000	 1.1403048	 0.000000	 1.2372990	 1.740635	 3.1289813	 0.8830999	 1.4104257	 1.333084	 1.384914	 1.549736	 2.1866449	 0.5609356	 1.2418518	 1.739479	 1.305085	 1.148841	 2.0247028	 0.0000000	 2.030076	 1.1508333	 2.6140718	 1.289997	 2.9537807	 1.804079	 3.595108	 2.242827	 2.4375626	 1.184486	 2.2032538	 0.000000	 0.000000	 1.636428	 0.9483783	 0.000000	 2.4304604	 3.720548	 1.9178190	 3.235698	 1.3973476	 0.775173	 2.5356108	 3.2232011	 1.3655642	 1.720135	 2.132567	 2.805026	 2.1082164	 2.0697850	 1.7451147	 3.186603	 2.4362823	 2.390260	 1.743975	 2.139030	 0.8414873	 2.370439	 2.648492	 3.618354	 1.3629805	 3.358340	 1.1475732	 2.510295	 0.8222025	 3.955383	 1.374461	 1.335559	 1.1853166	 2.1184061	 2.1160439
hsa-mir-6853	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 1.772877	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 1.289997	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.9483783	 0.000000	 0.0000000	 1.780937	 0.0000000	 1.424364	 0.0000000	 0.000000	 0.0000000	 0.9459877	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.7133863	 0.0000000	 1.390079	 0.9126425	 0.000000	 0.000000	 1.709190	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.6850024	 2.860596	 0.0000000	 0.000000	 0.000000	 0.000000	 0.7111129	 0.0000000	 0.0000000
hsa-mir-6854	 0.0000000	 0.9565168	 0.896730	 1.951480	 0.000000	 1.1403048	 0.000000	 1.2372990	 1.118301	 0.9771123	 0.0000000	 1.4104257	 2.013931	 0.852624	 4.341726	 0.9169457	 2.3997263	 1.6076397	 0.000000	 0.000000	 1.148841	 0.6904762	 1.9038111	 1.346039	 2.4528266	 0.7139478	 1.959975	 0.0000000	 0.000000	 1.685688	 0.000000	 1.8680365	 2.268576	 0.7832753	 3.313254	 1.442116	 2.649012	 1.5157148	 1.404373	 0.0000000	 2.218700	 0.5490143	 2.597384	 0.0000000	 1.943202	 0.7531428	 1.5124872	 2.0543420	 0.000000	 3.153524	 1.763617	 1.8006140	 0.0000000	 0.8351736	 2.084697	 1.4672694	 1.043085	 0.000000	 0.000000	 0.8414873	 0.000000	 1.038452	 0.000000	 0.6079135	 2.492571	 1.1475732	 0.000000	 2.0258838	 2.545372	 2.065373	 2.826789	 1.1853166	 1.8100748	 2.4026957
