V1	TCGA.BC.A10Q.01A.11R.A130.13	TCGA.BC.A10Q.11A.11R.A130.13	TCGA.BC.A10R.01A.11R.A130.13	TCGA.BC.A10R.11A.11R.A130.13	TCGA.BC.A10T.01A.11R.A130.13	TCGA.BC.A10T.11A.11R.A130.13	TCGA.BC.A10U.01A.11R.A130.13	TCGA.BC.A10U.11A.11R.A130.13	TCGA.BC.A10W.01A.11R.A130.13	TCGA.BC.A10W.11A.11R.A130.13	TCGA.BC.A10X.01A.11R.A130.13	TCGA.BC.A10X.11A.11R.A130.13	TCGA.BC.A10Y.01A.11R.A130.13	TCGA.BC.A10Y.11A.11R.A130.13	TCGA.BC.A10Z.01A.11R.A130.13	TCGA.BC.A10Z.11A.11R.A130.13	TCGA.BC.A110.01A.11R.A130.13	TCGA.BC.A110.11A.11R.A130.13	TCGA.BC.A216.01A.11R.A154.13	TCGA.BC.A216.11A.11R.A154.13	TCGA.BD.A2L6.01A.11R.A214.13	TCGA.BD.A2L6.11A.21R.A214.13	TCGA.BD.A3EP.01A.11R.A22J.13	TCGA.BD.A3EP.11A.12R.A22J.13	TCGA.DD.A114.01A.11R.A130.13	TCGA.DD.A114.11A.12R.A130.13	TCGA.DD.A118.01A.11R.A130.13	TCGA.DD.A118.11A.11R.A130.13	TCGA.DD.A119.01A.11R.A130.13	TCGA.DD.A119.11A.11R.A130.13	TCGA.DD.A11A.01A.11R.A130.13	TCGA.DD.A11A.11A.11R.A130.13	TCGA.DD.A11B.01A.11R.A130.13	TCGA.DD.A11B.11A.11R.A130.13	TCGA.DD.A11C.01A.11R.A130.13	TCGA.DD.A11C.11A.11R.A130.13	TCGA.DD.A11D.01A.11R.A130.13	TCGA.DD.A11D.11A.12R.A130.13	TCGA.DD.A1EB.01A.11R.A130.13	TCGA.DD.A1EB.11A.11R.A130.13	TCGA.DD.A1EC.01A.21R.A130.13	TCGA.DD.A1EC.11A.11R.A130.13	TCGA.DD.A1EE.01A.11R.A130.13	TCGA.DD.A1EE.11A.11R.A130.13	TCGA.DD.A1EH.01A.11R.A130.13	TCGA.DD.A1EH.11A.11R.A130.13	TCGA.DD.A1EJ.01A.11R.A154.13	TCGA.DD.A1EJ.11A.11R.A154.13	TCGA.DD.A1EL.01A.11R.A154.13	TCGA.DD.A1EL.11A.11R.A154.13	TCGA.DD.A39V.01A.11R.A214.13	TCGA.DD.A39V.11A.11R.A214.13	TCGA.DD.A39W.01A.11R.A214.13	TCGA.DD.A39W.11A.11R.A214.13	TCGA.DD.A39X.01A.11R.A214.13	TCGA.DD.A39X.11A.11R.A214.13	TCGA.DD.A39Z.01A.11R.A214.13	TCGA.DD.A39Z.11A.21R.A214.13	TCGA.DD.A3A1.01A.11R.A214.13	TCGA.DD.A3A1.11A.11R.A214.13	TCGA.DD.A3A2.01A.11R.A214.13	TCGA.DD.A3A2.11A.11R.A214.13	TCGA.DD.A3A3.01A.11R.A22J.13	TCGA.DD.A3A3.11A.11R.A22J.13	TCGA.EP.A12J.01A.11R.A130.13	TCGA.EP.A12J.11A.11R.A130.13	TCGA.EP.A26S.01A.11R.A16S.13	TCGA.EP.A26S.11A.12R.A16S.13	TCGA.ES.A2HT.01A.12R.A17X.13	TCGA.ES.A2HT.11A.11R.A17X.13	TCGA.FV.A23B.01A.11R.A16S.13	TCGA.FV.A23B.11A.11R.A16S.13	TCGA.FV.A2QR.01A.11R.A214.13	TCGA.FV.A2QR.11A.11R.A214.13
hsa-mir-185	 9.2803990	 8.5155427	 9.929082	 8.850954	 7.850335	 8.2387341	 9.368333	 8.1637398	 9.397191	 9.0598493	 8.6603227	 8.7881292	 9.220638	 8.361739	 9.771851	 8.3528723	 8.7987502	 8.2927328	 8.697068	 9.008732	 8.171407	 8.6079198	 8.4518231	 8.364022	 8.8828953	 8.4377717	10.126960	 9.0135442	 9.425348	 8.916428	 9.816911	 8.9713049	10.051567	 8.5925764	 8.961921	 8.603942	 8.943644	 8.2125954	 9.157022	 8.8083140	 9.200150	 8.7303798	11.016998	 8.6310633	 8.981223	 8.3634144	 8.5447943	 9.2940840	10.477750	 8.599968	 9.378829	 8.7724814	 9.5032720	 8.5047837	 8.488746	 8.3709114	 9.306369	 8.740922	 8.736680	 8.5252857	10.159682	 8.189381	10.002755	 8.4339073	 9.575623	 8.7132438	 8.711032	 8.5946523	 9.165545	 8.912885	 8.346758	 8.2995458	 9.4825707	 8.9776061
hsa-mir-186	10.2110765	10.2166759	10.306270	10.407674	10.931318	10.3171027	11.364868	10.2268630	12.069139	10.5941300	10.3048851	10.6868312	11.373889	10.562092	10.582584	10.5979320	10.0840972	10.4625684	11.317321	10.601420	10.888139	10.6449545	10.4562580	10.231606	10.0513981	10.5094304	 9.901361	10.8008273	10.340820	10.834983	11.038958	10.3400057	 9.925058	10.5768888	11.637820	10.646684	10.937572	10.6304608	11.437204	10.6618260	11.539138	10.6062389	10.964470	10.7122318	 9.463510	10.4484084	11.1776325	10.6091816	11.870215	10.771196	10.580931	10.5188515	10.9372871	10.2144218	10.187907	10.3433449	11.059294	10.492356	11.902313	10.4449588	10.565166	10.435599	10.624545	10.0478598	11.054402	10.7900518	10.430933	10.4721371	10.155136	10.610516	10.468164	10.5483105	10.6716548	10.3587593
hsa-mir-187	 1.8046039	 3.6191109	 0.896730	 4.397390	 3.128488	 4.0579342	 1.417210	 4.4622024	 1.118301	 3.7645560	 3.1041699	 3.3391170	 2.823265	 4.653832	 6.547303	 3.9269313	 4.2159384	 5.2161834	 0.000000	 3.184344	 0.000000	 4.0308129	 6.4715798	 5.305726	 5.4634114	 3.3167266	 1.289997	 3.9302914	 1.167377	 2.441981	 5.260492	 5.8684977	 1.184486	 4.4052396	 0.000000	 4.040429	 0.000000	 3.4888654	 0.000000	 4.4499316	 2.218700	 4.5087473	 0.000000	 3.6368193	 2.742257	 4.7203899	 4.0661430	 4.3162363	 2.482679	 4.251959	 1.136022	 4.5958053	 6.2326452	 5.0845325	 2.551587	 4.8256433	 1.043085	 5.115913	 0.000000	 4.8830476	 4.449886	 5.321886	 1.384917	 6.4420272	 0.000000	 4.6957650	 2.046692	 4.0322828	 1.773487	 2.530603	 0.000000	 3.5643940	 0.0000000	 4.6335291
hsa-mir-188	 3.4559294	 4.5004346	 3.609274	 4.186363	 4.599052	 3.2372472	 4.395626	 3.9311589	 5.580039	 3.7645560	 3.7724146	 3.8344327	 3.338630	 3.520444	 4.341726	 3.8401316	 3.1825072	 3.9385398	 4.861447	 4.039605	 5.081877	 3.1666526	 4.2690352	 3.357945	 4.1767931	 3.9751339	 4.676363	 4.3033277	 4.763764	 4.389046	 2.852411	 4.3530361	 4.024488	 3.7287446	 3.691542	 3.881422	 4.532565	 4.0708135	 4.256807	 4.2563653	 4.268561	 4.0251908	 5.249717	 3.9733831	 4.336831	 4.0072071	 4.5383008	 3.0171146	 4.581756	 3.618618	 4.894614	 4.2640624	 5.2024294	 3.8408880	 5.484302	 4.0002107	 4.666443	 3.265299	 4.819528	 3.1568762	 5.268242	 2.648492	 5.716173	 3.7631228	 4.846333	 4.0172641	 4.187742	 2.6728150	 5.396416	 4.439971	 3.544254	 4.5020925	 5.6995413	 4.7402486
hsa-mir-18a	 5.0260125	 5.2358854	 5.404916	 4.795211	 4.253391	 4.8728525	 4.395626	 5.1817685	 6.311995	 5.6551968	 5.5679825	 5.6885651	 5.913053	 4.827646	 6.322524	 5.4472308	 4.5444608	 5.2682107	 7.897381	 5.060117	 6.233787	 5.8136131	 7.6257840	 5.514811	 4.8204889	 5.7924481	 6.568989	 5.5464275	 5.479330	 4.389046	 6.091663	 5.4973752	 6.070108	 4.8992406	 6.180316	 5.457127	 4.931934	 6.1630434	 3.647221	 4.6835522	 5.636040	 5.5355055	 4.888857	 4.4213650	 6.069525	 5.2996031	 7.2393044	 4.6236072	 7.528054	 5.455370	 6.683809	 5.9410199	 6.7610312	 5.9759434	 7.446583	 5.1818823	 5.036454	 5.436036	 6.935846	 5.4774929	 4.701876	 5.027715	 8.033831	 5.9121238	 4.682663	 5.5415720	 4.416519	 5.6261617	 5.396416	 5.560367	 6.666279	 5.0656753	 5.9733721	 5.7644887
hsa-mir-18b	 0.0000000	 0.9565168	 2.408496	 1.541914	 0.000000	 2.0038503	 1.417210	 1.6023386	 2.506817	 1.5543642	 0.8830999	 2.1097990	 1.333084	 1.772877	 0.000000	 2.4437576	 0.0000000	 2.3490983	 3.526840	 1.978915	 1.780189	 2.7058330	 3.0551975	 1.346039	 2.8282467	 2.6140718	 2.415712	 3.0870418	 1.804079	 0.000000	 1.166338	 2.1807226	 1.826050	 1.6613395	 3.691542	 2.148733	 0.000000	 2.2384229	 1.795161	 1.4040831	 2.218700	 1.9178190	 0.000000	 0.0000000	 1.648091	 1.6118245	 1.9182038	 1.7506735	 1.720135	 1.703387	 3.230232	 3.0791312	 3.4898475	 0.0000000	 2.903755	 1.4672694	 1.642128	 2.047105	 1.094159	 2.0592119	 0.000000	 1.636008	 2.896519	 3.1474372	 0.000000	 2.9419985	 1.359402	 1.7243488	 2.545372	 2.065373	 2.477988	 2.2697510	 0.8762005	 2.5271546
hsa-mir-1908	 0.0000000	 0.0000000	 0.000000	 2.530949	 2.284689	 0.0000000	 0.000000	 0.0000000	 1.740635	 0.9771123	 0.8830999	 0.8711165	 1.333084	 0.000000	 3.122762	 0.0000000	 1.2783873	 0.7506147	 1.739479	 0.000000	 1.148841	 1.1555110	 0.9365918	 0.000000	 0.0000000	 1.1893963	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 1.2881029	 0.000000	 0.000000	 0.000000	 0.0000000	 0.866721	 2.1019831	 0.000000	 0.5490143	 0.000000	 1.7871200	 0.775173	 0.0000000	 0.0000000	 0.0000000	 1.720135	 1.089717	 0.000000	 0.0000000	 0.0000000	 0.8351736	 0.000000	 0.9126425	 0.000000	 0.000000	 2.469767	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 1.7785528	 0.000000	 0.8222025	 0.000000	 0.000000	 2.017019	 1.8271141	 0.8762005	 0.0000000
hsa-mir-1909	 0.0000000	 1.9342737	 0.000000	 0.000000	 0.000000	 0.6799983	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.4268916	 0.0000000	 1.333084	 0.000000	 0.000000	 1.8735540	 1.7553696	 1.2418518	 0.000000	 0.000000	 1.148841	 0.0000000	 0.0000000	 0.000000	 0.4924244	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 1.636428	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.834460	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.6079135	 1.346304	 0.0000000	 0.000000	 0.8222025	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.5621166
hsa-mir-190a	 5.2314660	 4.0044926	 4.700073	 4.981346	 4.152283	 4.2064869	 4.276313	 4.4622024	 4.609887	 4.2042490	 4.5205909	 4.2660154	 4.477139	 4.456171	 5.374356	 4.4213322	 4.5444608	 4.1749447	 3.793407	 3.062624	 3.251188	 3.4357695	 3.2057072	 1.346039	 4.2088841	 4.8345251	 5.373917	 4.5073384	 3.281285	 4.046016	 4.694226	 4.4726720	 7.345616	 4.6732818	 6.718370	 4.646201	 4.532565	 4.1484983	 4.588468	 4.1263909	 3.965226	 4.3863064	 4.804435	 4.2460927	 4.654633	 4.3357757	 3.2232011	 4.8376148	 2.978931	 4.070091	 3.230232	 4.2005194	 6.2326452	 4.2504803	 4.661860	 4.5274620	 4.473305	 2.696512	 2.738644	 3.8542191	 4.449886	 3.770647	 3.618354	 5.0198445	 3.895632	 5.5034262	 2.510295	 4.0984673	 3.045509	 3.602763	 4.150646	 3.8458308	 3.3492073	 4.6878754
hsa-mir-190b	 0.0000000	 0.0000000	 0.896730	 0.967835	 1.840655	 0.6799983	 5.894186	 1.8934145	 2.777063	 0.9771123	 3.1041699	 1.4104257	 1.333084	 0.000000	 3.122762	 0.9169457	 0.9638079	 1.2418518	 3.793407	 0.795344	 2.217872	 0.6904762	 0.0000000	 0.000000	 3.9296249	 0.0000000	 1.959975	 0.8071504	 0.000000	 0.000000	 3.081762	 0.0000000	 2.606750	 0.0000000	 0.000000	 0.000000	 0.000000	 0.9483783	 0.000000	 0.6311805	 2.826036	 1.5121474	 2.126947	 0.0000000	 0.000000	 1.2454475	 1.9182038	 1.3655642	 3.884406	 0.000000	 1.136022	 0.0000000	 1.8313068	 2.0483362	 1.390079	 0.0000000	 1.043085	 0.000000	 2.469767	 1.7551822	 0.000000	 1.038452	 3.618354	 1.3629805	 0.000000	 0.6850024	 0.000000	 0.0000000	 3.045509	 0.000000	 0.000000	 1.1853166	 4.1465491	 0.0000000
hsa-mir-191	11.6639251	11.9194325	11.581193	11.973528	11.277310	11.7544128	11.425713	11.6804651	11.113217	11.7095914	11.6907502	11.9311540	11.973464	11.818145	11.584832	11.7176077	10.8302290	12.1824587	12.068668	11.713924	12.338295	12.3326751	11.7704158	11.481857	10.8091293	11.9637872	10.154663	11.8073810	11.449069	11.693485	11.748426	11.5329465	11.467484	11.6575460	12.851059	11.890913	12.012039	12.1883342	11.854360	11.7273186	12.257721	11.6257867	11.537797	12.0138272	11.380015	11.8172148	13.1367751	11.5060920	12.730369	11.883215	11.307328	11.4180447	11.6004764	11.5728586	11.433745	11.5442231	12.210315	11.894850	12.151891	11.3905651	10.971000	11.511029	12.182131	11.1083866	11.696590	11.9143569	12.446834	11.6621606	10.645875	11.076230	11.950605	11.7884557	11.1272795	11.1498483
hsa-mir-1910	 1.8046039	 0.9565168	 0.000000	 0.000000	 0.000000	 0.6799983	 2.118150	 0.0000000	 2.506817	 0.0000000	 0.0000000	 0.8711165	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.9365918	 0.000000	 0.4924244	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.992775	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.149419	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 1.4091409	 0.0000000	 0.0000000	 2.084697	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 1.1475732	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.5621166
hsa-mir-1911	 0.0000000	 0.0000000	 3.886497	 0.000000	 0.000000	 0.0000000	 8.632822	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 2.013931	 6.820227	 0.000000	 0.0000000	 0.9638079	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.9365918	 0.000000	 0.0000000	 0.0000000	 2.761520	 0.8071504	 0.000000	 0.000000	 2.852411	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 1.038770	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.424364	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 2.482679	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.7111129	 0.8762005	 0.0000000
hsa-mir-1912	 0.0000000	 0.0000000	 2.152951	 0.000000	 0.000000	 0.0000000	 2.587858	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 5.367690	 0.000000	 0.0000000	 0.0000000	 0.7506147	 0.000000	 0.000000	 0.000000	 0.0000000	 0.9365918	 0.000000	 0.0000000	 0.0000000	 1.289997	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 1.720135	 0.000000	 0.000000	 0.0000000	 0.7133863	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-1913	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.7506147	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.149419	 0.5490143	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 1.1475732	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-1914	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.8711165	 1.333084	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.7506147	 0.000000	 0.000000	 2.553219	 0.0000000	 0.9365918	 0.000000	 0.0000000	 0.0000000	 1.289997	 0.0000000	 0.000000	 1.076195	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.866721	 0.0000000	 1.149419	 0.0000000	 2.597384	 0.0000000	 1.276670	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.7133863	 0.8351736	 0.000000	 0.9126425	 1.043085	 0.000000	 0.000000	 0.8414873	 0.000000	 0.000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-1915	 0.0000000	 0.0000000	 0.896730	 0.967835	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 4.017393	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 1.739479	 0.000000	 2.217872	 0.0000000	 0.0000000	 0.000000	 0.0000000	 0.7139478	 0.000000	 0.0000000	 0.000000	 1.076195	 0.000000	 0.0000000	 1.184486	 0.0000000	 0.000000	 0.000000	 2.057771	 0.9483783	 0.866721	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 1.943202	 0.0000000	 1.9182038	 0.0000000	 1.720135	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 1.390079	 0.0000000	 1.043085	 0.000000	 0.000000	 0.0000000	 0.000000	 1.038452	 1.384917	 0.0000000	 2.030406	 1.7785528	 0.000000	 0.0000000	 0.000000	 1.374461	 0.000000	 0.0000000	 0.0000000	 0.0000000
hsa-mir-192	17.3147414	18.0906780	16.968035	18.406620	17.354254	18.0564944	17.594548	17.8595372	17.608227	17.9021945	17.4976303	17.7523440	18.374847	17.727934	18.215415	17.4194045	16.7606190	18.2460774	17.859217	17.912898	18.574647	16.5628810	16.7367514	17.762895	15.4715241	17.7557776	18.023642	18.3290542	17.769877	18.275841	18.648571	17.5222661	19.398472	17.8370968	18.915530	18.016079	18.529988	17.9143722	17.282041	18.2014549	16.931249	17.5869403	17.969785	17.9781090	17.681260	17.8462733	17.9352078	17.6561707	17.807502	17.956589	17.354052	17.7897775	18.1078833	18.2106933	17.730498	17.9123638	18.247331	17.826746	17.541961	17.5572674	18.176371	17.825847	18.043280	17.2320490	18.319331	18.0846136	17.351180	17.5181759	17.586717	17.984080	18.393099	17.1942925	18.0338134	16.9268103
hsa-mir-193a	11.1808175	12.1737956	11.811727	12.150180	10.762558	12.0313078	11.100846	11.7948524	11.189699	11.8265430	11.5645218	11.4218490	12.069920	11.771357	11.605507	10.9077185	11.5347323	11.5438120	10.957178	11.715818	12.114196	11.4016655	11.2844746	11.817003	10.7817206	11.7051198	12.410427	11.5518318	11.903148	12.167082	12.765337	11.8474460	12.570160	11.5804982	13.284980	12.107368	12.200953	11.4685238	12.287872	12.2180519	11.065198	11.5352705	11.086796	11.6668280	12.182343	11.8786444	11.4781577	11.6644448	10.423341	12.249622	11.034144	11.9431154	11.3195338	11.7606090	11.540442	11.5145036	12.019327	11.762242	11.381533	10.8959622	12.813805	11.717032	12.213311	10.5505475	11.987115	12.2820840	11.532310	11.7416506	11.319246	11.904281	12.067378	11.5333278	12.5657699	10.4973997
hsa-mir-193b	 7.8216530	10.0538699	11.988585	 9.747188	10.277892	 9.7251986	10.136185	 9.9728664	10.663150	10.4286085	 9.2719488	 9.7242245	10.041589	 9.560738	10.198359	 8.6715628	 8.3106139	 9.7657289	 9.733489	 9.799191	11.714111	 9.7569783	 9.9815266	10.020779	 7.8983009	 9.4542446	10.413517	 9.8563379	 9.350219	10.690538	10.689204	 9.6731778	 9.233076	 9.3296639	10.327988	10.156354	10.879807	10.4523769	 9.653871	 9.8005020	 7.898196	 9.5512712	 9.832927	 9.5930689	 8.738517	10.6322277	 9.8572149	 9.4887052	11.151664	 9.564105	10.181912	10.1994058	10.0972922	10.3048345	10.442692	10.1326864	 8.646945	10.531052	12.604318	 9.9923534	11.299365	10.164626	 9.166712	 8.7400488	10.847734	 9.6495617	10.469681	 9.8747570	 8.599938	 8.936526	 9.164715	 9.6063964	10.1714303	 8.7681312
hsa-mir-194-1	15.1755769	15.5126423	14.819354	15.684414	15.206397	15.4260389	15.720115	15.2654971	14.610651	15.2233853	14.9776685	15.1040148	16.056992	15.430093	16.148823	14.6821322	14.8956685	15.7490853	15.006668	15.493150	16.087298	14.7635676	14.5635425	15.252098	13.3218030	14.6662147	15.417741	15.8395569	15.850115	15.605432	16.751099	15.1652805	17.458535	15.2453432	17.062575	15.523443	15.709689	14.8105370	14.534358	15.7251666	15.774491	15.3146680	15.844847	15.3616319	15.860619	15.6202772	14.8350017	14.9993001	14.706385	15.228653	15.388183	15.5314035	16.2801928	15.7158882	14.953739	15.7548666	16.230891	15.795737	15.420275	14.7869904	15.498431	15.497903	16.091731	14.7978289	16.022859	15.0492036	16.538023	15.2778430	14.940113	15.338630	16.439601	14.9886747	15.6616179	14.5310762
hsa-mir-194-2	15.2573239	15.5890182	14.909096	15.752396	15.301233	15.4943458	15.819699	15.3546255	14.703419	15.3135034	15.0440735	15.1965547	16.175458	15.529959	16.258138	14.7720697	15.0035231	15.8303874	15.136571	15.623066	16.243704	14.9153426	14.7581596	15.393558	13.4917187	14.7375063	15.548314	15.9251236	15.947146	15.707075	16.823999	15.2596941	17.536080	15.3168411	17.138915	15.595763	15.804364	14.9179054	14.611991	15.8110931	15.822564	15.3941415	15.938770	15.4461532	15.922540	15.7241708	14.9698207	15.1181732	14.915262	15.371547	15.492094	15.6820840	16.4210566	15.8751926	15.099208	15.9000148	16.321139	15.961703	15.566450	14.9539161	15.663578	15.649788	16.235740	14.9453553	16.104596	15.1388557	16.635832	15.3938837	15.076239	15.508009	16.502704	15.0830494	15.7893482	14.6874273
hsa-mir-195	 7.4140222	 8.8920021	 8.161230	 8.761632	 9.664736	 9.0407456	 4.957558	 9.4289602	 8.793130	 8.1138909	 9.3355492	 9.1853304	10.586014	 9.450414	 6.517258	 9.3007477	 9.6418779	 9.0881988	10.250921	 8.870478	 7.062767	 8.5452980	 7.6123694	 7.697980	 8.8565487	 9.0924501	 7.921014	 8.7800637	 7.716532	 8.246084	 7.580410	 8.3531185	 7.400989	 9.6436853	 8.056484	 8.838488	 9.215944	 8.8865770	 7.393805	 8.4400920	 7.462931	 9.1303325	 6.893329	 8.7425958	 7.949201	 9.1212963	 5.2849139	 8.8984042	 5.748930	 8.918632	 8.178195	 8.0947501	 4.7325909	 7.9812077	 8.401534	 7.9025102	 6.727952	 8.393198	 6.795506	 8.6066686	 6.399507	 8.141719	 6.067689	 8.6563284	 9.418636	 9.5501544	 9.226728	 8.8751133	 7.835207	 8.230883	 5.680414	 9.0422528	 6.9226382	 8.6361506
hsa-mir-196a-1	 3.4559294	 1.9342737	 2.814117	 4.026309	 8.003327	 1.1403048	 2.941621	 0.0000000	 0.000000	 1.5543642	 2.3845112	 2.3632803	 3.103839	 2.078312	 0.000000	 3.0187963	 0.9638079	 1.2418518	 0.000000	 0.795344	 1.148841	 1.7887961	 0.0000000	 1.346039	 3.5830123	 3.5710543	11.117896	 0.8071504	 3.610496	 1.076195	 3.081762	 2.6555141	 2.606750	 1.6613395	 0.000000	 2.976137	 0.000000	 2.9084126	 0.866721	 2.2755502	 5.705047	 2.2340983	 2.126947	 1.7871200	 1.276670	 1.2454475	 1.5124872	 1.3655642	 3.640779	 1.089717	 2.199507	 1.8006140	 1.5454468	 0.8351736	 3.186603	 0.9126425	 0.000000	 1.359734	 2.139030	 2.3101895	 3.756271	 1.636008	 8.169220	 1.0342910	 2.030406	 2.9419985	 0.000000	 2.4876456	 1.773487	 2.065373	 1.335559	 2.4487596	 2.1184061	 3.7427905
hsa-mir-196a-2	 0.8727191	 0.0000000	 0.000000	 0.000000	 3.128488	 0.6799983	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.8830999	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.000000	 0.4924244	 0.0000000	 6.918361	 0.0000000	 1.167377	 0.000000	 0.000000	 0.0000000	 0.000000	 0.7832753	 0.000000	 1.442116	 0.000000	 1.5157148	 0.000000	 0.0000000	 1.149419	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 1.720135	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.0000000	 1.390079	 0.9126425	 0.000000	 0.834460	 0.000000	 0.0000000	 0.000000	 0.000000	 4.346164	 0.0000000	 0.000000	 0.0000000	 0.000000	 0.8222025	 0.000000	 0.000000	 0.000000	 0.0000000	 0.0000000	 0.5621166
hsa-mir-196b	 4.1393234	 5.1994179	10.669023	 5.580123	 4.347875	 6.0318529	 7.994037	 5.3107280	 5.350886	 5.9769447	 6.4167282	 6.5776536	 5.105466	 5.738115	 8.255342	 5.9606937	 4.9950169	 4.8907093	10.399478	 5.955261	 4.267561	 4.2790613	 8.9067003	 5.414053	10.2242417	 6.0371392	 7.446530	 5.8197102	 6.039875	 5.314566	 5.982323	 5.4398116	10.553565	 5.8924814	 4.450230	 5.277174	 4.881216	 5.4820742	 4.057169	 5.7015867	 5.600258	 5.7616803	 4.287145	 6.4797009	 4.231500	 5.1121814	 5.5069178	 6.7472804	 7.162590	 5.843385	 4.951566	 4.8237763	 6.7610312	 5.8043897	 5.196152	 4.7329324	 5.697946	 5.049229	 4.171790	 5.2562232	 6.326406	 4.596250	 9.428653	 6.2665569	 6.229680	 5.5226252	 9.215372	 5.3554873	 6.499772	 5.459536	10.361923	 6.6855286	 8.9036588	 5.7260484
